"#""pop2023""",pop2020,growth,name,aland_sqmi,intptlat,intptlong,slug,usps,lng,lat,rank,density
3943,3991,-0.00404,Colorado City,5.332,32.3995,-100.858,colorado-city-tx,TX,-100.858,32.3995,477,739
3936,3978,-0.00354,Castle Hills,2.469,29.5247,-98.5191,castle-hills-tx,TX,-98.5191,29.5247,478,1594
3929,3758,0.01472,Scissors,1.594,26.1333,-98.0475,scissors-tx,TX,-98.0475,26.1333,479,2465
3907,3499,0.03606,Shenandoah,1.959,30.1841,-95.4557,shenandoah-tx,TX,-95.4557,30.1841,480,1994
3901,4003,-0.00864,Redwood,6.45,29.8098,-97.9093,redwood-tx,TX,-97.9093,29.8098,481,605
3881,3908,-0.00231,Sullivan City,3.589,26.2752,-98.5644,sullivan-city-tx,TX,-98.5644,26.2752,482,1081
3879,3822,0.00492,Bunker Hill Village,1.442,29.7648,-95.5317,bunker-hill-village-tx,TX,-95.5317,29.7648,483,2690
3877,3883,-0.00052,Cisco,4.955,32.385,-98.9803,cisco-tx,TX,-98.9803,32.385,484,782
3869,3722,0.01283,North Alamo,1.419,26.2161,-98.1264,north-alamo-tx,TX,-98.1264,26.2161,485,2727
3862,3571,0.02576,Howe,5.101,33.5067,-96.6155,howe-tx,TX,-96.6155,33.5067,486,757
3841,3811,0.00261,Clyde,3.284,32.4056,-99.5039,clyde-tx,TX,-99.5039,32.4056,487,1170
3813,3747,0.0058,Wills Point,3.665,32.7095,-96.005,wills-point-tx,TX,-96.005,32.7095,488,1040
3754,3718,0.00321,Cotulla,2.01,28.4363,-99.2367,cotulla-tx,TX,-99.2367,28.4363,489,1868
3753,3417,0.03076,Crosby,2.226,29.9152,-95.0577,crosby-tx,TX,-95.0577,29.9152,490,1686
3752,3704,0.00428,Taylor Lake Village,1.124,29.5748,-95.0553,taylor-lake-village-tx,TX,-95.0553,29.5748,491,3338
3741,3501,0.02185,Rosita,7.857,28.6245,-100.428,rosita-tx,TX,-100.428,28.6245,492,476
3726,3594,0.01195,Grape Creek,15.657,31.5817,-100.547,grape-creek-tx,TX,-100.547,31.5817,493,238
3711,3699,0.00108,Columbus,2.871,29.7028,-96.5571,columbus-tx,TX,-96.5571,29.7028,494,1293
3705,3612,0.00844,Farmersville,4.052,33.1616,-96.3606,farmersville-tx,TX,-96.3606,33.1616,495,914
3701,3815,-0.01016,Cockrell Hill,0.582,32.7382,-96.8886,cockrell-hill-tx,TX,-96.8886,32.7382,496,6359
3697,3811,-0.01017,Westway,1.149,31.9601,-106.576,westway-tx,TX,-106.576,31.9601,497,3218
3672,3912,-0.02132,Coleman,6.143,31.8314,-99.4222,coleman-tx,TX,-99.4222,31.8314,498,598
3671,3524,0.01353,Shavano Park,3.29,29.5844,-98.5562,shavano-park-tx,TX,-98.5562,29.5844,499,1116
3640,3520,0.01111,Laguna Vista,4.827,26.1059,-97.2963,laguna-vista-tx,TX,-97.2963,26.1059,500,754
